一 e
衝 migt
衝 mt
表 ahk
表 hk
表 hkn
表 vk
袋 paxk
袖 viq
被 vpx
補 vajq
補 vij
補 vpa
裳 snok
覺 snmr
覺 sr
觀 rmr
觀 roor
觀 umr
觀 vmr
角 ne
角 nj
解 nbh
解 nds
訂 iti
計 ijj
討 iaa
該 il
該 ilh
詳 ibh
認 ibn
認 idah
誠 iaqn
誠 iaqy
誠 iay
談 iff
論 iam
論 ibf
謊 irfs
謊 is
謎 imw
謝 isa
識 ilad
識 iob
警 nio
警 ri
警 riv
警 rnoi
護 irvu
護 iu
護 jfp
護 jfpv
護 rivu
變 issp
變 lfp
變 lfu
變 sisp
讓 ife
讓 ik
讓 iln
讓 ilok
谷 bbo
谷 wo
谷 yneu
谷 ynhu
豬 eqh
豬 eqyd
豬 qho
豬 qypd
貌 eqgr
貌 eqpr
貌 erv
貌 pdr
貌 pdrv
貌 uqgr
貌 uqpr
貌 urv
貨 pb
貨 pfmb
貼 mbzo
貼 mov
賀 domb
資 bb
資 bimb
資 rimb
賽 nb
賽 njmb
越 uv
越 yv
越 yzaf
越 yzai
越 yzap
趕 yg
趕 yzdg
趕 yzg
趕 yzgv
趴 ozb
趴 ozbv
跌 oz
跌 ozsn
距 of
距 om
距 ozff
跡 if
跡 lfw
跡 ofv
跡 ozlf
踏 ozwd
踩 ozet
踩 ozm
蹦 ozeu
軍 ncj
軟 cin
較 clx
輕 cesi
輕 csi
輕 cui
輕 cuy
輛 ceb
輛 cenb
輛 ctnb
輪 cam
輪 cbf
轉 ccua
轉 cjqa
轉 cqa
轉 cxa
辦 dba
辦 ldl
辰 fkn
農 ffk
農 nkn
農 rork
農 ttfk
迎 enw
迎 enwv
迎 fpw
近 kwn
返 luw
迷 mwn
退 dkw
逃 rbbw
逃 rwn
週 nwn
週 nyow
遇 qnuw
遇 qw
遊 fvzw
遊 fwn
遍 fmw
遍 mifm
達 dwn
達 ybgw
達 ybhw
達 ywn
遲 cnw
遲 cw
遲 cwsw
郊 lxb
郎 abi
郎 adkb
郎 adub
部 lob
郵 gbi
郵 gjjb
郵 iqb
鄉 wab
鄉 wadb
鄉 xi
醒 eds
醫 fvd
醫 fvde
野 qui
量 deq
量 dq
針 ajj
鈴 aap
鈴 aat
鉛 abo
鉛 aro
銀 adk
銅 aneo
鋼 anbe
鋼 anx
錄 acew
錄 aew
錄 aewv
錄 aw
錄 ewa
錄 ewn
錄 ewnv
錢 aaf
錢 aaqq
錢 akx
錢 aq
鏡 ac
鏡 aldr
鐘 aci
鐘 acj
鐘 alq
閃 mbn
閉 mup
關 bed
關 bedv
關 bgn
關 bgnv
關 mbed
關 mbgn
關 mf
關 mgn
關 mwwf
阿 bto
附 bpa
降 bps
陣 bcj
除 bat
除 batv
除 bbh
陰 bafu
陰 bayt
陰 bayu
陰 bbeu
陰 bue
陳 bcs
陳 bjqs
隊 bbeq
隊 bbn
隊 bbnv
隊 bq
雖 oca
雖 ocv
雖 uca
雖 ucv
雙 uux
雙 vvu
離 la
離 lav
離 lve
離 lxuv
離 wunv
難 rcv
難 uve
電 iql
電 uiql
電 uql
震 ufk
露 ulo
露 uozo
靜 huee
靜 hune
靜 hz
非 rs
非 rss
靠 ks
靠 sors
靠 ss
革 rcj
鞋 rcyy
鞭 rcpt
鞭 rcpx
響 opno
響 wabd
響 wadd
響 wd
響 xld
頂 tta
頂 ttmb
順 sta
順 stmb
預 ub
預 uta
預 utav
預 utmb
頑 rrt
頑 rrtb
頓 eta
頓 etmb
領 apt
領 aptb
領 att
領 attb
顆 qtt
顆 qttb
題 dezb
題 dezt
題 dt
題 jta
題 jtmb
顏 llmb
顏 llmt
顏 lpmb
顏 lpmt
顏 wb
顏 wlmb
顏 wlmt
飄 ccv
飄 crsc
飄 crsx
飲 xin
餅 xbk
養 bhna
養 bhnk
養 bhnr
養 bkbr
養 bkx
養 kx
餓 xix
館 bgob
館 bnb
館 xnb
騎 mfdo
騎 mfv
驚 hlos
驚 hls
驚 nmf
驚 rnof
骨 que
體 pte
體 ptev
體 qd
體 qufd
體 qurd
髮 axu
髮 axuv
髮 vax
髮 vaxx
鬥 dda
鬥 di
鬥 mda
鬧 dln
鬼 pqru
鬼 pru
鬼 va
鮮 ufbh
鮮 uhv
鮮 uq
鯊 wsuf
鴉 xnf
鴉 ynf
鶴 nvnf
鷹 lpvf
鹿 lbl
鹿 lblv
麗 la
麗 llb
麥 gca
麥 gpx
麥 gpxv
麥 hpx
麥 hpxv
麥 lca
麥 lpx
麵 gcth
麵 gcto
麵 gcty
麵 gpth
麵 gpto
麵 gpty
麵 hg
麵 lcth
麵 lcto
麵 lcty
麵 lpth
麵 lpto
麵 lpty
麵 toh
麵 tohv
鼓 ydju
鼓 ydzu
鼓 yobu
鼓 yu
鼓 yuv
齊 whe
齊 wri
龍 akp
龍 al
龍 alv
龍 lul
丑 ee
丑 epqu
丑 ev
丑 eva
丘 kd
丘 kee
丘 poe
丘 poev
丸 kaa
丸 wka
丸 wza
丸 wzx
丸 za
丸 zav
丸 zx
乏 bzn
乏 paz
乏 pzn
乖 gff
乳 ezl
亦 lfa
仁 pre
仍 prp
仗 pqx
任 pke
仿 pfp
仿 pfy
伍 pwe
伙 pfn
似 pua
似 pub
似 pun
佑 pxo
佑 rsxo
佔 pzo
佛 miv
佛 pvj
供 prb
倆 peb
倆 penb
倆 ptnb
健 pew
側 pmbr
側 pr
偶 pqnu
偶 pu
偶 puv
傍 pgy
傍 plnf
傑 pcst
傑 pct
傑 tfa
催 pev
傻 pp
傻 ppop
傻 ppv
傻 pxfp
傻 pxup
億 ph
億 pldh
億 pzl
億 pzz
儉 pac
儉 pae
儉 paob
儉 pase
儉 poa
優 pak
優 pakv
優 ptdp
優 ptmp
優 pyx
兇 xur
兵 keb
兵 kebv
兵 kv
兵 pob
兵 pobv
兼 beef
兼 qn
凍 bc
凍 bcs
凍 bcsv
凍 bjqs
凍 bjqsv
凍 bsv
凡 prl
凡 prz
凡 raa
凳 brl
凳 brz
凳 jdr
凶 xui
凶 xur
刑 kri
判 bri
刺 jnsr
刺 jr
刺 jri
剃 bqir
剃 bqpr
剃 tri
則 mbr
削 sur
剝 cewr
剝 cr
剝 ewr
剩 gffr
剩 gr
剩 ubnb
剪 bd
剪 bdp
剪 bdpv
剪 bdv
剪 beud
割 nfor
割 nhor
割 nrv
劇 cjor
劇 zeqr
劇 zr
劇 zri
劈 cold
劈 pdp
劈 pdx
劈 pdxv
劈 pdy
劈 pdyv
勁 esid
勁 sid
勁 uid
勁 uyd
勉 dcrd
勉 edx
勉 edy
勉 ncrd
務 mpd
務 pdx
務 pdy
募 rddd
勢 jzd
勢 ybyd
勢 yd
勢 ykad
勢 yryd
勢 yzd
勵 fnd
勵 fndv
勵 ld
勵 lend
勵 lrqd
勵 lvd
勻 nbe
勻 nre
匆 nqh
匆 nqx
匙 dezf
匙 jfl
匠 fki
匠 fkiv
匠 fkv
卉 jrj
卑 pgj
卑 pgjv
卑 pqg
卒 jjj
協 jdb
協 jdbv
協 jddd
協 jq
印 epi
危 nlp
危 np
危 npl
厲 len
厲 lenv
厲 lrqu
厲 lu
厲 lvy
參 udm
參 uds
參 udsv
參 um
參 ump
參 uuum
叛 blu
叢 bbe
叢 febu
叢 fru
叭 oba
叭 obn
叭 obnv
叮 oti
后 ao
后 foo
后 miwp
吝 woo
吝 woov
吝 wov
吞 edo
吞 edov
吞 gno
吞 pdo
吞 pdov
否 boo
吩 obd
呵 oto
命 aop
咐 opa
哄 drb
哄 orb
哨 osu
啄 oeqa
啊 obto
啊 oh
啊 oto
啊 otov
啤 og
啤 opg
啤 opqg
喇 ojcr
喇 ojr
喇 ovsr
喘 odi
喘 oer
喘 oetr
喻 oai
喻 oaur
嗚 owf
嘗 snod
嘗 snt
噴 oja
噴 ojrb
嚇 ofa
嚇 oy
嚇 oyff
嚮 wabo
嚮 wado
嚮 xpno
圍 ojj
圍 os
圍 owj
圍 owos
團 oaa
團 oaav
團 ocua
團 ojqa
團 oup
團 oxa
圾 ypu
圾 ypuv
圾 yrn
均 ynb
均 ynr
坑 ylr
坦 yde
垃 yle
型 kry
基 kby
基 ky
堅 ruy
塞 njy
塞 ny
墓 rddy
墓 ry
墓 ryv
墳 yja
墳 yjrb
墳 ywx
壺 ynee
壺 ynfe
壺 yno
夢 rfnc
夢 tc
夢 ttc
夷 en
夷 jqb
夾 gn
奉 fnq
奔 djr
套 deu
奪 daa
奪 dva
奸 ggg
奸 ggj
妖 ggn
妖 gpd
妥 eg
妥 egx
妻 jeg
妻 jgx
姓 gse
委 hg
委 hgx
姨 gen
姨 gjqb
姪 gpe
姿 big
姿 rig
威 ag
威 aqpg
威 aqvg
娟 gou
婚 gxd
媒 ggt
媒 gt
嫁 gneq
嫩 gjcp
嫩 gvsp
嬸 gni
嬸 gnii
嬸 gnmq
孔 zll
存 xiz
存 xz
孤 zg
孤 zga
孤 zgn
孤 zgnv
宜 nme
宴 ndg
宿 nptd
寂 nfsu
寂 nu
寂 nuv
寄 ndto
寄 nvo
富 fq
富 neoq
富 nq
寓 nqnu
審 nii
審 niqi
審 nmq
寵 nakp
寵 nal
寵 nlul
將 gca
將 gcav
將 gea
將 gua
尊 bea
尋 eaa
尋 eioa
層 cbo
層 cbqd
層 cta
岩 elo
峰 epf
峽 egn
崇 enrs
崇 ens
崇 es
嶼 eea
嶼 eke
州 yy
州 yyy
巡 swn
帆 npr
帆 nra
帕 npd
帝 lnn
幕 rddn
幕 rn
幕 rnv
幟 nlad
幟 nob
幣 bnj
幣 pnj
幣 snsn
幣 snv
店 lzo
店 lzov
店 zo
庫 lcj
康 lew
廈 ltmp
廚 lda
廚 lyda
廚 lyoa
廟 liq
廟 ljdu
廟 lju
廳 lh
廳 lrj
廳 lrkh
廳 lrkj
廳 lti
弱 qb
弱 qbqb
弱 qmqm
征 miez
征 mz
待 dc
待 di
待 miya
徒 miyz
徒 mz
徒 mzv
性 hse
怨 cph
恆 hdae
恆 he
恆 hede
恆 hedev
恆 hev
恢 hlf
恢 hxf
恰 hao
悅 hbor
悅 hborv
悅 hf
悅 hr
悅 hrv
悉 eth
悉 mha
悔 hm
悔 hmv
悔 hvom
患 cch
悲 qt
悲 rssh
悲 xh
悶 mh
悶 mha
悶 mhav
悶 mhv
惡 efeh
惡 oha
惰 hxiu
惹 rh
惹 rm
惹 roh
惹 rohv
惹 rxoh
愁 hfh
愈 aha
愈 aurh
愈 lba
愈 lbah
愈 lbar
愚 qh
愚 qnuh
感 ah
感 aqph
感 aqvh
感 kha
慌 hrfs
慌 hs
慌 hsv
慘 hudm
慘 hum
慘 huum
慣 hoa
慣 homb
慣 hoxb
慧 ffeh
慧 fh
憂 hak
憂 tdnp
憂 tmnp
憂 yx
懶 hbv
懶 hjcb
懶 hvsb
懷 hba
懷 hk
懷 hlfk
戒 aqr
戒 ar
戒 arv
截 jaqv
截 jv
截 jvv
戴 jaqb
戴 jb
扇 fee
托 igl
托 jgl
扮 jbd
扶 jqn
投 jru
抖 jdj
抗 jlr
抵 jxa
抵 jxe
抵 sxa
抵 sxe
抹 jqb
抹 jqbv
抹 jys
抽 jiq
拐 jod
拐 jon
拐 tod
拖 jva
括 jgo
拼 jbk
挑 jra
挑 jrbb
挨 jan
挨 juvd
挺 jkw
挺 jkwv
挺 jw
捏 jdy
捏 jgi
捏 jgy
捨 jbgo
捨 jbo
捨 jbyo
掌 sh
掌 shv
掌 snoh
探 jnbt
探 jnn
探 jnrt
描 jrq
握 jcp
揭 jdl
揭 jdnl
揮 jnc
搜 jgiu
搜 jgu
搜 jigu
搜 rpqu
搜 rva
搬 ju
搬 jzru
搬 jzu
搭 jrao
搭 jro
摔 jlbj
摔 jlj
摔 jlwj
撈 jffd
撈 jrnd
撿 jac
撿 jae
撿 jaob
撿 jase
撿 joa
擁 jlwv
擁 jnq
擁 jv
擊 ch
擊 cruh
擊 curh
擊 qui
擊 quiv
擊 yei
擋 jse
擋 jsnq
擋 jso
擔 jde
擔 jdev
擔 jnli
擔 jvo
擾 jtdp
擾 jtmp
擾 jyx
攻 ipx
政 ezp
效 lxd
效 lxp
效 plxp
敏 vomp
敏 vx
救 ajwp
救 ap
救 npx
敘 atp
敘 atpv
敘 atu
敘 atzu
敘 bhp
敘 bhu
敘 bhzu
敵 gop
敵 lnjp
敵 xpx
斃 bdf
斃 bdfv
斃 bfv
斃 snsf
斑 kwk
斧 bxk
斷 fk
斷 fwwk
斷 lmk
斷 lwwk
斷 mlk
斷 wwek
斷 wwfk
旋 fvfb
旋 fvyz
旋 fz
旋 fzv
旗 fb
旗 fbv
旗 fg
旗 fvkb
昏 xdo
映 dcn
普 bd
普 bdo
普 befd
普 bod
智 vd
智 vdod
暑 dho
暑 dyd
暑 dypd
替 qaqd
替 qd
替 qnqd
替 td
朗 adku
朗 aduu
朗 aue
朝 jdju
朝 jue
末 qbn
末 qbnv
末 ys
末 ysn
末 ysnv
杆 tdg
杆 tgj
某 gtn
染 wkt
柔 mtn
柳 tdp
柿 tln
株 tsb
株 tss
械 taqr
械 tr
梳 tts
棒 tfnq
棒 tq
棚 tuu
棲 tjeg
棲 tjg
橡 tncq
橡 tnn
檢 tac
檢 tae
檢 taob
檢 tase
檢 tb
檢 toa
歎 rci
歪 bez
歸 pbze
歸 pbzn
歸 pq
歸 ree
歸 reev
歸 rzen
歸 yee
歸 yeev
死 dfl
死 ecf
殊 dsb
殊 dss
毀 giru
毀 gu
毀 gyru
毯 mff
沖 bci
沖 bcj
沖 bcjv
沖 wci
沖 wcj
沾 uwzo
沾 wzo
況 wor
泊 wpd
泳 wun
津 wej
洪 wrb
洲 wy
洲 wyyy
浮 wez
浴 wbbo
浴 wwo
浸 wenu
浸 wrx
淋 wtt
淑 su
淑 wfsu
淑 xu
淹 wdil
淹 wdql
淹 wxl
淺 waf
淺 waqq
淺 wkx
淺 wqv
添 wedf
添 wedh
添 wf
添 wgnf
添 wgnh
添 wpdf
添 wpdh
減 baqo
減 bko
減 waqo
減 wko
渣 wtde
渣 wtm
渣 wtmv
港 whl
港 wrbl
港 wrbp
渴 wdl
渴 wdnl
湧 wtd
湧 wtnd
湧 wtqd
源 wlps
源 wya
溜 uddq
溜 uoq
溜 wddq
溜 woq
溝 wje
溝 wjny
溝 wnu
溝 wnuv
溶 wnbo
溶 wnw
溺 wqbb
溺 wqmm
溼 wewy
滅 efn
滅 waqf
滋 wbew
滋 wlww
滋 wrww
滋 ww
滔 weg
滴 wlno
滴 wxo
漏 wcu
漫 wdfu
漫 wmx
漱 wjci
漱 wvsi
潮 wjdu
潮 wju
濃 wffk
濃 wnk
濃 wrok
濃 wttk
灘 wrcv
灘 wuv
災 nfn
災 sfn
炭 elf
炭 exf
炸 fvf
烏 wfa
烤 frk
烤 fypk
煎 beuf
煎 bfa
煤 fgt
煮 hfa
煮 ydf
煮 ypaf
煮 ypdf
燃 feaf
燃 fjf
燃 fnbf
燃 fnrf
燃 fuaf
燙 wdef
燙 wdvf
燙 wef
燙 wefv
燦 fei
燦 fzcm
爐 ffp
爐 fzqf
爛 fbs
爛 fmcs
爛 fmjs
爛 fmn
牌 pg
牌 ppg
牌 ppqg
牢 nsj
牲 sse
牽 dns
牽 ls
牽 lwns
犧 sbk
犧 sbkk
犧 sbkr
犧 sbr
犧 sco
狂 qke
狐 qga
狐 qgn
狐 qgnv
狠 qdk
狡 qlx
狸 eqq
狸 qqe
狸 uqq
猛 qzf
猾 qqu
獎 gc
獎 gcd
獎 gead
獎 guad
獸 bqeo
獸 odv
獸 ooqd
獻 jnbd
獻 nad
獻 zeod
玄 lwa
率 lbwj
率 ljj
率 lwbj
玻 kpx
瑞 kdi
瑞 ker
瑞 ketr
瑰 kpqu
瑰 kpru
瑰 kva
璃 kla
璃 klxu
璃 kwuu
瓣 lgl
畢 bjj
畢 bjjv
畢 qj
畢 qjjq
畢 qrj
畢 qrjv
略 qpo
異 olr
異 olrv
異 qrb
疏 ys
疏 ysv
疏 yzts
疑 fvdz
疑 fz
疲 lbp
痴 lbfz
痴 lbvo
瘋 lbrc
瘋 lbrx
瘦 lbgu
瘦 lbiu
皂 pdc
皂 pdf
皆 bpd
皇 pdk
皺 nenp
皺 nep
盜 bif
盜 rif
盜 wif
盡 cnb
盡 eff
盾 kmo
盾 xmo
眉 cmo
眠 mox
眨 mbz
眨 mpaz
眨 mpz
眾 bbb
眾 fmk
眾 fnbb
眾 fpbb
眾 fqn
眾 pfmk
眾 pfpb
眾 pfq
瞎 mnfo
瞎 mnho
瞧 mvf
矛 mp
矮 vdhg
矮 vg
砍 loi
研 lok
碎 lojj
碧 ko
碧 kov
碧 kpdo
碰 lev
碰 lob
碰 lobe
碰 lobo
碰 lobv
碰 ozb
碰 ozbe
碰 ozbo
碼 lomf
碼 tf
磁 lc
磁 lobw
磁 lolw
磁 lorw
磁 lw
磨 ltto
礎 loee
礎 loeu
礎 lotz
礎 lz
祕 rshp
私 hua
秒 hsp
秧 hc
秧 hcn
秧 hcnv
秧 hcv
稀 hxxn
稚 hve
積 hb
積 hhmb
積 hob
穫 hrvu
突 nbad
突 nd
突 nrad
窄 nbvf
窄 nrvf
窄 xf
窮 nbd
窮 nbdv
窮 nbsq
窮 nqv
窮 nrd
窮 nrsq
章 ldj
競 lor
競 lorr
競 lr
笆 zcl
笛 ziq
笨 zte
筋 ndx
筋 ndy
筋 zud
箱 ztm
範 zcp
篇 zfm
簽 zac
簽 zae
簽 zaob
簽 zase
簽 zoa
籃 zrf
籃 zrvf
籠 zakp
籠 zal
籠 zlul
籬 zlv
籬 zlxv
籬 zwuv
糞 mqrb
糞 mrb
紋 swx
索 jns
累 qsa
綁 sfb
綵 set
綵 smn
編 sfm
縣 mba
縣 mbav
縣 mbes
縣 mbps
縣 mes
縣 mess
縣 mls
縣 mlss
縣 ms
縣 msa
縣 msps
縣 mua
縮 sd
縮 snpd
績 sg
績 shmb
繁 voms
繁 vs
繁 vsa
織 slad
織 sob
繞 sqer
繞 syr
繞 syyr
繫 crus
繫 cs
繫 curs
繫 psa
繫 psav
繳 qp
繳 spdp
繳 spv
繼 sfww
繼 slm
繼 slww
繼 sml
繼 sw
繼 swwf
繼 swwl
續 sb
續 sjm
續 sjyd
續 sxbd
續 syfb
續 sym
續 synr
缸 wui
缸 wuiv
缺 wuj
罐 wur
罐 wurv
置 fje
置 fjl
置 fjme
置 fjml
罵 fmf
罵 oomf
羅 fca
羅 fcav
羅 fsv
羞 bhe
羞 bkpe
義 axx
義 axxv
義 bki
義 bx
翔 bhee
翠 eejj
翩 fmee
翼 eb
翼 ebv
翼 eeqb
耀 serv
耀 sv
耀 svv
考 rk
考 ypk
耐 ra
耐 raa
耐 raav
耐 rav
耐 tnra
聚 rumk
聚 rupb
聚 ruq
聯 rbed
聯 rbgn
聯 rf
聯 rgn
聯 rwwf
聰 rboh
聰 rpa
聰 rpoh
聾 akpr
聾 arj
聾 lulr
肌 url
肌 urlv
肌 urz
股 uru
肩 fue
胃 qu
胃 que
胃 quev
胃 quv
胖 ubj
胸 uc
胸 unxu
脆 unlp
脆 unp
脣 fku
脤 ufk
脤 ufkv
腐 lb
腐 lbv
腐 lpab
腰 ucg
腰 uvx
腰 uvxv
膏 lhnu
膏 lnou
膏 lonu
膏 lu
膏 luv
膏 que
膚 uqn
膚 zqu
膝 ugw
膝 utbw
膝 utw
膠 ueem
膠 uem
膠 ulx
膠 ulxv
膽 ude
膽 unli
膽 uvo
臥 rbn
臥 rpa
臨 rv
臨 rvac
臨 rvec
臨 rvoc
臨 rvoo
臭 pad
臭 pmad
致 ppx
致 spp
舅 gdv
舅 gqd
舅 gqdv
舞 vc
舞 vfc
舞 vfcs
舞 vs
航 zlr
舵 znf
艘 zgiu
艘 zgu
艘 zigu
艱 rcdk
艱 udk
芋 ruj
芒 rfl
芬 rbd
芽 rxp
芽 ryp
若 roo
若 rxo
茅 rmp
莖 resi
莖 rsi
莖 rsiv
莖 rui
莖 ruy
莖 ruyv
萄 rni
萄 rniv
萄 rnwu
葡 rnaq
葡 rni
葬 rcfr
葬 rdfr
葬 recf
葬 recr
蒙 mrnq
蒙 qq
蒙 rnrq
蒙 rq
蒙 rqv
蒙 wrnq
蓮 rcw
蔔 rneq
蔬 rs
蔬 rsv
蔬 ryl
蔬 rys
蔬 rysv
蔬 ryzs
蕩 rwdm
蕩 rwe
藤 rubw
藤 zubw
蘇 rdb
蘇 rufh
蘋 rpj
蘋 rzsb
蘋 rzst
蘭 bse
蘭 rmcs
蘭 rmjs
蘭 rmn
蘿 rfc
蘿 rfsv
虹 cie
蛀 cak
蛛 csb
蛛 css
蜘 cvdo
螃 cgy
螃 clnf
融 ec
融 eonc
螞 cmf
螢 fc
螢 ffnc
螢 ffncv
螢 rnc
螢 rncv
蟹 ndsc
蟻 cax
蟻 cbki
蟻 cbx
血 pfe
衫 vmp
裂 dk
裂 drlk
裙 veo
製 sk
製 snrk
褲 vlc
襪 vrfa
襪 vrfb
襪 vrfe
襪 vrfv
襪 vys
襪 vysv
訊 ira
訊 izj
訊 izx
訓 isi
訪 ify
設 iru
診 ibm
詐 ivf
試 iaxi
試 iiv
試 iv
詩 iya
誇 idrk
誇 ixk
誼 inm
諒 ilos
諒 ils
講 ije
講 ijj
講 ijny
講 iy
讚 iq
讚 isrb
豐 fd
豐 fde
豐 ffed
豐 fifd
豐 iffd
豔 fdc
豔 fdyf
豔 ffec
豔 ffecv
豔 ffef
豔 fifc
豔 fifcv
豔 fiff
豔 fnc
豔 iffc
豔 iffcv
豔 ifff
豔 rorc
豔 rorf
負 dmb
負 nmb
財 mbu
貢 imb
貧 bdmb
貧 bmv
貪 am
貪 aymb
責 hmb
貴 cemb
貴 qa
費 vmb
賊 mbaj
賊 mbax
賊 mjv
賓 nbpb
賓 nbv
賓 ncmb
賓 nkeb
賓 npob
賓 npobv
賓 nsmb
賠 mblo
賣 jma
賣 jybd
賣 xbd
賣 yfmb
賣 yma
賣 ynr
賣 ynrv
賴 jcsb
賴 vb
賴 vsdb
賴 vsnb
賺 mbbf
賺 mbq
贊 kz
贊 srsb
趣 ku
趣 yu
趣 yzru
跤 ozlx
跨 ozdk
跨 ozdkv
跨 ozx
跪 oznp
踢 ozdm
踢 oze
蹈 og
蹈 ogv
蹈 ozeg
躍 ovv
躍 ozev
躍 ozgn
躍 ozpd
躬 sqk
躬 sqy
躺 ssno
載 jaqc
載 jc
輝 sc
輝 serc
輩 rc
輩 rssc
轎 cedo
轎 cgi
轎 cgiv
轎 cgno
轎 cgnr
轎 cgo
轎 cpdo
辯 lil
迴 ohw
迴 oow
透 hrw
途 atw
途 atwv
途 bhw
逗 dwn
逗 dwnv
逗 dwv
通 t
通 tnqw
通 twn
通 twnv
速 jcsw
速 vsw
速 vw
運 ncw
運 twn
遙 ewuw
遙 uuw
遙 uw
遙 uwuw
遣 cebw
遣 cw
遣 uc
適 gow
適 lnjw
適 xwn
遭 rfdw
遭 rorw
遭 rw
遵 beaw
遵 bw
選 flfw
選 olow
選 ow
選 srw
邁 enw
邁 rqnw
邁 rwv
邁 vn
邁 vwn
邁 vwnv
邦 fbi
鄰 apb
鄰 atb
鄰 bmc
鄰 bmcs
鄰 mcb
鄰 mcsb
鄰 xb
配 efl
酥 ehn
酷 eso
酸 ehx
酸 eubp
酸 eurp
酸 lbh
酸 lbup
醜 epqu
醜 epru
醜 eva
釘 ati
釣 ana
銷 asu
鋒 apf
鋪 aajq
鋪 aij
錦 apdn
錦 apj
鍋 aonb
鍋 aqo
鎖 asmb
鐵 ajak
鐵 ak
鐵 akv
鐵 asn
鐵 ayoq
鑽 akz
鑽 asrb
鑽 azo
閒 mue
閱 mbor
閱 mr
防 bfy
陌 btd
陪 blo
陷 bng
陸 bqu
陸 byby
陸 bye
陸 byry
隆 bpes
隆 bps
隆 bpsv
隆 bs
隆 bsv
階 bbpd
階 bbr
階 bd
隔 beot
隔 bt
際 bja
際 bjrs
際 brs
隨 bxiw
隨 bxn
隨 bxuw
隨 xw
險 bac
險 bae
險 baob
險 base
險 boa
雀 sve
雀 svev
雁 lpv
雅 xve
雅 yve
雅 yvev
集 vt
集 vtn
雕 nmp
雕 nve
雕 nvev
雕 nvv
雕 nyom
雕 nyov
雜 jtv
雜 ktn
雜 ktv
零 uap
零 uat
雷 uqo
需 uri
需 utnr
霜 utm
霞 uofu
霞 uox
霧 umpd
霧 upd
鞠 rcnm
韻 ldob
項 ita
項 itmb
頒 bdt
頒 bdtb
頸 esib
頸 esit
頸 et
頸 sit
頸 sitb
頸 uit
頸 uitb
頸 uyt
頸 uytb
頻 zst
頻 zstb
額 npob
額 npot
額 nt
願 lpdb
願 lpdt
願 yt
願 yta
願 ytmb
類 mad
類 madb
類 madt
類 mb
類 mdn
顧 fb
顧 fvt
顧 fvtb
顧 lpt
顧 lptb
颱 rcuo
颱 rxuo
飢 xrl
飢 xrz
飼 xeo
飼 xyeo
飾 xvn
餐 zca
餐 zcav
餐 zcux
餐 zcx
餐 zn
駕 dfv
駕 domf
騙 mffm
騰 ubnf
驗 mfa
驗 mfab
驗 mfac
驗 mfae
驗 mfar
驗 mfo
鯨 ufls
鴿 aonf
鵝 inf
鷗 foof
鷗 fxnf
默 qadf
默 qf
默 qfad
齒 zbu
齒 zmu
齒 zui
齒 zuo
龜 nql
龜 nqlv
龜 nxl
丹 nae
丹 nle
丹 nlj
丹 nljv
乒 kep
乒 ktp
乒 pop
乓 kea
乓 poa
乓 poav
仇 pkl
仇 pkx
仇 pkz
仰 pfp
仲 pci
仲 pcj
企 bze
伏 pad
估 pjo
伶 pap
伶 pat
佩 kren
佩 krtn
佩 pnv
佩 pren
佩 prtn
佳 pyy
佳 ve
侍 pya
促 poz
促 pz
俊 phx
俊 pubp
俊 purp
俐 phr
俠 pgn
倍 plo
倡 pdd
倦 pbnl
倦 pbnp
倦 ppl
偏 pfm
偽 pbwf
偽 pewf
偽 pwa
偽 pywf
傢 pneq
傲 phnp
傲 pyfp
債 dz
債 phmb
傾 pft
傾 pftb
僅 prc
僅 puv
僅 pux
僅 puxv
僕 pfb
僕 pfbv
僕 pfed
僕 ppa
僕 pvn
儀 pax
儀 paxv
儀 pbki
儀 pbx
儘 pcnb
儘 peff
儘 pf
償 pkt
償 psnb
償 psnt
儲 pih
儲 piyd
儲 xm
克 jor
克 jorr
冊 mj
冊 nne
冊 nrj
冶 buo
凝 bfvz
凝 bz
凰 rpdk
函 kbbu
函 wbbu
函 wui
刷 cnr
剎 xatr
剎 xtr
剖 lor
副 eoqr
副 er
副 vc
創 ador
創 ar
創 bpr
劃 aqr
劃 eqer
劃 er
劃 tqur
劍 acr
劍 aoor
劍 ari
劍 aser
劍 ori
劑 whr
劑 wrr
劑 wrrv
勃 jnzd
勸 rdx
勸 rdy
勸 rood
勸 udx
勸 udxv
勸 udy
勸 udyv
勸 vdx
勸 vdy
勾 nua
博 jaja
博 jia
叉 uaa
叉 uav
叉 uax
叩 opi
含 ayo
吻 onm
吼 ozl
咽 ood
哀 lk
哀 lkn
哀 lknv
哀 lok
哀 lokv
哲 jko
哺 oajq
哺 oij
唯 ove
啞 oefe
啞 ooe
啟 foo
啟 fop
啟 fpo
啼 olnn
喉 opfd
喚 onc
喚 onfb
喚 onnd
喧 one
喧 onee
嗓 ouut
嗜 oypd
嘉 yddo
嘉 yo
嘉 yobo
嘉 yoro
嘉 yorov
嘉 yov
嘉 yq
嘲 ojdu
嘲 oju
嘲 ou
嚴 efl
嚴 eflv
嚴 oolp
嚴 opp
嚴 ox
嚷 oln
嚷 olok
囚 obn
圃 oajq
圃 oajqv
圃 oij
圃 oijv
執 jka
執 jkav
執 jzx
執 ybgz
執 yka
執 ykav
執 yz
執 yza
執 yzx
堡 poty
堤 bdez
